,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
90576,1.0,2,medium,6,1,34,4,18,Greenwich Village,2875
90577,1.0,0,low,0,2,82,4,16,Sutton Place,2450
90581,1.0,0,low,4,6,70,4,6,Clinton,2150
90583,1.0,3,medium,6,9,139,4,19,Civic Center,3643
90584,1.0,1,medium,9,3,6,4,11,Central Harlem,1890
90589,1.0,2,low,4,2,44,4,10,Yorkville,2895
90599,1.0,2,low,4,11,28,4,24,Clinton,3150
90605,2.0,3,low,9,4,131,4,13,Lenox Hill,7995
90608,2.0,2,low,7,6,97,4,18,Upper West Side,6995
90609,1.0,0,low,3,7,112,4,7,Yorkville,2300
90614,1.0,0,low,3,3,78,4,10,Lincoln Square,2250
90615,2.0,2,low,10,6,63,4,19,Carnegie Hill,7375
90617,2.0,2,low,12,5,100,4,6,Midtown,11425
90619,2.0,3,low,10,9,97,4,3,Clinton,5350
90621,1.0,0,low,2,1,35,4,28,Chelsea,2350
90625,1.0,0,low,4,6,57,4,24,Noho,2795
90629,1.0,1,low,5,0,72,4,5,Lower East Side,2250
90630,1.0,0,low,5,3,22,4,13,Carnegie Hill,2350
90632,1.0,1,low,4,6,97,4,22,Midtown,2650
90636,1.0,1,medium,8,13,221,4,15,Turtle Bay,3990
90638,1.0,2,medium,6,6,72,4,18,East Village,3150
90645,1.0,0,low,9,15,150,4,10,Clinton,2490
90648,2.0,2,low,6,1,226,4,13,Civic Center,6395
90649,1.0,2,high,5,5,38,4,12,West Village,3600
90651,1.5,3,medium,13,8,166,4,15,Tudor City,4777
90653,1.0,2,medium,9,3,6,4,7,Inwood,1775
90654,1.0,3,low,5,2,63,4,9,Stuyvesant Town,5094
90655,1.0,1,low,6,2,88,4,9,West Village,3200
90657,1.0,1,low,7,8,121,4,13,Clinton,2950
90658,1.0,1,low,3,4,96,4,2,Chelsea,2650
90661,1.0,1,low,7,3,219,4,7,Gramercy,3800
90663,1.0,2,low,0,5,1,4,23,Clinton,6195
90665,1.0,2,medium,6,8,143,4,2,Clinton,3000
90666,1.0,1,low,0,4,31,4,29,Yorkville,3425
90669,2.0,2,low,17,12,325,4,16,Civic Center,7995
90672,1.0,0,medium,7,8,180,4,19,Clinton,2400
90674,1.0,1,low,3,5,35,4,28,Clinton,2700
90676,1.0,2,medium,5,6,84,4,20,East Village,3500
90684,1.0,0,medium,6,6,63,4,21,Murray Hill,2200
90686,1.0,3,low,6,4,95,4,21,Gramercy,4570
90687,1.0,0,low,10,12,96,4,26,Gramercy,2650
90688,1.0,0,low,4,9,70,4,12,Financial District,2584
90690,2.0,2,low,11,9,129,4,13,Clinton,5775
90696,1.0,1,low,6,6,54,4,30,Upper West Side,3450
90697,1.0,1,low,8,6,78,4,17,Tudor City,2650
90701,1.0,2,medium,3,0,25,4,20,Manhattan Valley,2900
90708,1.0,0,high,5,5,49,4,11,Turtle Bay,2500
90709,1.0,1,low,5,9,117,4,25,Lincoln Square,3050
90712,2.0,2,medium,4,2,48,4,19,Upper West Side,4300
90716,1.0,1,medium,5,5,71,4,20,Flatiron,3295
90724,1.0,2,low,4,3,91,4,17,Lenox Hill,2900
90729,1.0,3,low,0,3,33,4,22,Tudor City,4595
90732,1.0,1,low,3,2,27,4,26,Lenox Hill,2350
90733,1.0,1,low,4,7,65,4,7,Carnegie Hill,3200
90739,2.0,3,high,6,9,51,4,5,Lincoln Square,5000
90740,1.0,1,low,5,1,39,4,30,Upper East Side,2150
90742,1.0,3,medium,8,3,98,4,23,East Village,4950
90748,1.0,1,low,8,3,21,4,7,Battery Park City,3785
90756,2.0,2,low,3,7,25,4,14,West Village,9000
90757,1.0,1,low,4,3,78,4,18,Carnegie Hill,2300
90760,1.0,1,low,4,7,59,4,27,Lincoln Square,3280
90762,1.0,1,low,0,1,41,4,7,Carnegie Hill,1950
90768,1.0,1,low,0,8,1,4,5,Midtown,3500
90770,1.0,1,low,5,1,33,4,2,Inwood,1850
90776,1.0,1,low,5,9,82,4,8,Tribeca,3923
90778,1.0,1,low,5,5,65,4,11,Clinton,2800
90781,1.0,2,low,6,0,48,4,7,East Village,6500
90788,1.0,1,low,4,9,156,4,2,Murray Hill,3350
90789,1.0,0,low,1,4,94,4,21,Midtown,2250
90791,1.0,1,low,4,2,87,4,23,Midtown,3050
90794,1.0,2,low,0,3,45,4,7,Inwood,1800
90796,1.0,2,low,5,4,104,4,21,Clinton,2900
90799,3.0,3,low,7,6,45,4,27,Lenox Hill,10000
90804,1.0,0,low,3,0,77,4,20,Turtle Bay,1850
90807,1.0,2,medium,15,16,128,4,24,Lincoln Square,5000
90808,1.0,0,low,4,9,78,4,14,Greenwich Village,3050
90810,2.0,3,medium,9,6,106,4,21,East Village,5800
90816,1.0,2,medium,6,10,148,4,27,Financial District,2865
90822,1.0,1,low,4,8,362,4,16,Manhattan Valley,2745
90823,1.0,2,low,5,1,80,4,5,Clinton,3100
90825,4.5,4,low,15,11,137,4,16,Upper West Side,24000
90826,3.0,2,low,5,12,150,4,26,West Village,14500
90827,1.5,3,low,5,9,89,4,12,Clinton,4750
90828,1.0,2,medium,4,7,91,4,21,Murray Hill,2895
90829,1.0,1,low,7,14,174,4,27,Lincoln Square,3600
90830,1.0,3,low,8,7,91,4,20,Stuyvesant Town,4400
90831,1.0,0,low,5,1,1,4,16,Upper West Side,2075
90834,1.0,2,low,5,10,58,4,22,Financial District,3258
90836,1.0,0,low,19,5,74,4,11,Financial District,3535
90843,2.0,2,high,9,15,114,4,6,Roosevelt Island,3350
90846,1.0,2,low,5,3,64,4,12,Chelsea,5475
90848,1.0,2,low,0,3,105,4,3,Manhattanville,2000
90851,1.0,0,low,7,2,54,4,9,Sutton Place,2095
90854,1.0,0,low,4,1,147,4,7,Chelsea,2495
90855,1.0,3,medium,7,0,7,4,20,Midtown,3300
90858,0.0,2,low,5,1,70,4,19,East Village,3495
90860,1.0,2,low,7,8,218,4,20,Financial District,3650
90864,2.0,3,low,2,5,79,4,29,Yorkville,4200
90865,3.0,2,low,4,6,73,4,3,Lenox Hill,6795
90867,3.0,3,low,7,8,125,4,29,Lincoln Square,12000
90869,1.0,3,medium,6,5,69,4,26,East Village,4850
90870,1.0,0,high,10,16,252,4,28,Financial District,2600
90871,1.0,3,medium,8,6,96,4,7,Noho,3550
90872,1.0,1,medium,7,7,176,4,29,West Village,4100
90874,2.0,2,low,4,11,73,4,29,Clinton,4525
90878,1.0,1,high,5,2,67,4,16,Lenox Hill,1875
90880,1.0,1,medium,4,7,185,4,2,Manhattan Valley,2963
90881,1.0,0,high,5,3,76,4,7,Lincoln Square,2075
90882,1.0,1,low,7,1,97,4,27,Lincoln Square,2895
90883,1.0,0,low,5,0,148,4,6,Battery Park City,3651
90886,1.0,1,low,5,10,313,4,18,Chelsea,3438
90893,1.0,1,low,6,1,1,4,6,Manhattan Valley,2500
90896,1.0,1,low,3,0,58,4,2,Clinton,2125
90908,1.0,1,medium,13,8,164,4,15,Tudor City,3298
90909,1.0,1,low,3,4,62,4,21,Greenwich Village,4850
90910,1.0,2,medium,4,2,49,4,6,East Village,2245
90914,1.0,2,low,8,8,178,4,8,Carnegie Hill,2995
90917,1.0,3,low,8,9,95,4,15,Hamilton Heights,2400
90918,1.0,1,low,8,6,109,4,6,Turtle Bay,3195
90920,1.0,3,low,7,7,58,4,19,Tudor City,4695
90921,1.0,0,low,6,6,31,4,18,Gramercy,2700
90923,2.0,4,medium,4,10,88,4,30,Financial District,4870
90924,1.0,2,high,8,11,152,4,18,West Village,4050
90926,1.0,1,low,0,1,1,4,20,Little Italy,3200
90927,1.0,1,medium,6,9,84,4,16,Carnegie Hill,3000
90928,1.0,1,low,0,3,12,4,12,Gramercy,4200
90933,1.0,1,low,12,4,22,4,17,Flatiron,4775
90937,1.0,1,low,5,10,87,4,13,Clinton,2650
90938,1.0,2,medium,8,1,22,4,20,East Village,2625
90942,1.0,1,low,12,5,75,4,22,Flatiron,4550
90943,1.0,1,low,2,6,132,4,15,Turtle Bay,4985
90948,1.0,2,low,7,0,140,4,3,Gramercy,3100
90951,1.0,1,low,0,9,1,4,14,Midtown,2850
90961,1.0,2,low,6,11,166,4,6,Clinton,4200
90962,1.0,0,low,9,0,48,4,2,Midtown,2100
90966,1.0,2,low,6,7,72,4,27,East Village,3400
90967,1.0,1,medium,4,11,97,4,18,Lincoln Square,3000
90969,1.0,1,medium,6,1,56,4,7,Murray Hill,2750
90970,1.0,2,medium,2,2,40,4,6,Gramercy,2790
90971,1.0,3,high,3,4,102,4,25,Soho,3941
90973,1.0,1,medium,4,10,52,4,20,Civic Center,3000
90978,2.0,3,medium,4,6,59,4,15,Flatiron,6400
90984,1.0,1,low,3,9,135,4,22,Yorkville,2800
90987,2.0,2,medium,7,6,109,4,15,Civic Center,6100
90994,1.0,3,low,6,11,161,4,30,Clinton,6300
90998,1.0,0,low,3,7,95,4,19,East Village,2800
91005,1.0,1,high,8,9,149,4,12,Flatiron,4000
91013,1.0,0,low,4,6,92,4,13,Central Harlem,1500
91014,1.0,2,high,6,6,64,4,15,Upper West Side,2500
91017,1.0,2,medium,7,7,70,4,21,Chelsea,3300
91022,1.0,2,low,5,0,9,4,22,East Village,3100
91024,2.0,2,low,5,3,4,4,21,Manhattan Valley,4695
91027,1.0,1,medium,6,1,20,4,21,Central Harlem,1695
91028,1.0,1,low,0,6,1,4,7,Midtown South,4500
91030,2.0,2,low,3,5,106,4,3,Manhattan Valley,7995
91034,1.0,1,low,7,1,26,4,16,Civic Center,3600
91036,2.0,4,medium,8,2,156,4,7,Morningside Heights,5000
91037,1.0,0,low,4,3,61,4,20,Chelsea,2450
91041,1.0,1,medium,6,11,93,4,8,Lincoln Square,3399
91044,1.0,1,low,5,2,138,4,30,Upper West Side,3500
91049,1.0,0,low,6,3,37,4,14,Carnegie Hill,1895
91051,1.0,3,medium,8,6,69,4,15,Lower East Side,4308
91055,1.0,2,high,5,2,90,4,20,West Village,3570
91056,1.0,1,low,7,2,112,4,14,Greenwich Village,4500
91061,1.0,1,low,8,8,59,4,25,Lenox Hill,3450
91064,2.0,2,low,4,3,83,4,9,Clinton,4578
91067,1.5,3,low,5,3,53,4,29,East Village,4800
91068,1.0,1,low,5,10,89,4,5,Sutton Place,3495
91076,1.0,1,low,4,1,13,4,13,Upper West Side,2950
91077,1.0,0,low,5,8,86,4,17,Civic Center,2395
91080,2.0,1,low,4,4,61,4,15,Financial District,5000
91082,1.0,1,low,3,0,66,4,12,Upper East Side,2195
91084,3.0,3,low,10,9,131,4,21,Civic Center,15000
91092,3.5,4,low,7,12,118,4,13,Sutton Place,7500
91101,1.5,1,low,6,8,158,4,27,Tribeca,5500
91108,1.0,0,low,5,4,108,4,20,Central Harlem,1695
91110,2.0,2,low,0,7,1,4,26,Battery Park City,7520
91113,1.0,2,low,5,4,141,4,6,Little Italy,4250
91119,1.0,1,low,4,3,81,4,15,Washington Heights,1695
91120,1.0,0,medium,7,1,98,4,30,Lincoln Square,2100
91122,1.0,1,low,4,3,96,4,28,Gramercy,3200
91123,2.0,2,low,8,5,15,4,18,Gramercy,4885
91126,1.0,2,low,5,10,110,4,14,Hamilton Heights,2100
91128,1.0,0,low,3,1,58,4,22,Clinton,2000
91131,1.0,2,low,3,8,96,4,15,Gramercy,3795
91132,1.0,1,low,5,1,119,4,5,Noho,2450
91133,2.0,2,low,7,16,46,4,21,Midtown South,8995
91135,1.0,0,medium,4,3,134,4,19,Manhattanville,1650
91138,1.0,1,low,4,3,142,4,30,Murray Hill,2700
91140,1.0,1,low,7,6,181,4,2,Hamilton Heights,1500
91143,1.0,1,low,5,5,64,4,13,Murray Hill,3200
91144,1.0,1,medium,4,9,150,4,16,Financial District,2350
91145,1.0,2,low,6,11,98,4,23,Clinton,3100
91148,1.0,0,medium,5,8,104,4,2,Financial District,2977
91151,1.0,2,low,5,3,171,4,8,Morningside Heights,2595
91152,1.0,1,low,9,9,130,4,20,Midtown South,6700
91154,1.0,1,low,3,3,92,4,5,Upper West Side,3495
91155,1.0,2,low,2,10,122,4,2,Manhattan Valley,3000
91156,1.0,2,low,3,3,57,4,10,Carnegie Hill,2800
91160,1.0,0,low,6,14,174,4,12,Lincoln Square,2765
91169,2.0,4,high,13,11,149,4,8,East Village,4850
91170,1.0,2,low,6,1,51,4,13,Inwood,2150
91175,1.0,0,low,5,5,80,4,12,Chelsea,2550
91177,1.0,0,low,4,9,51,4,17,Turtle Bay,2680
91179,1.0,2,low,4,6,58,4,2,Gramercy,3795
91182,1.0,1,low,4,1,26,4,17,West Village,2690
91184,1.0,0,low,3,1,60,4,20,Midtown,2250
91186,1.0,0,low,4,3,48,4,11,West Village,2700
91191,1.0,1,medium,5,2,112,4,21,Central Harlem,1995
91194,1.0,0,low,1,0,15,4,12,Yorkville,1850
91195,2.5,5,low,7,5,99,4,6,Turtle Bay,7990
91197,1.0,0,medium,3,3,32,4,12,Yorkville,1895
91201,1.0,1,low,4,6,114,4,9,Lincoln Square,2900
91202,1.0,2,low,9,5,175,4,24,Manhattanville,2750
91204,1.0,1,low,0,1,9,4,20,Murray Hill,4495
91206,1.0,2,low,5,4,60,4,22,Upper West Side,3275
91207,1.0,0,low,1,3,41,4,8,Yorkville,2025
91208,1.0,1,low,0,3,5,4,20,East Village,2795
91212,1.0,2,low,5,6,94,4,16,East Harlem,2350
91215,2.0,2,low,8,12,162,4,26,Carnegie Hill,7375
91216,1.0,1,low,3,3,73,4,11,East Village,2600
91219,2.0,4,medium,7,8,237,4,24,East Village,7495
91224,1.0,1,low,5,4,62,4,12,Yorkville,3550
91227,1.0,2,low,7,2,38,4,19,West Village,3600
91235,2.0,4,high,4,10,105,4,14,Turtle Bay,5000
91238,1.0,2,low,4,8,132,4,13,Murray Hill,3500
91242,1.0,2,low,4,1,4,4,23,Manhattan Valley,2895
91245,2.0,1,medium,7,7,368,4,11,Midtown,5500
91249,1.0,1,low,5,4,4,4,14,Midtown,3600
91251,1.0,1,medium,1,4,385,4,16,Lenox Hill,3300
91258,1.0,3,low,6,3,51,4,5,Manhattan Valley,2700
91263,2.0,4,medium,6,12,144,4,20,Murray Hill,6373
91266,1.0,1,low,4,6,53,4,6,Tudor City,2550
91268,1.0,3,low,3,5,100,4,14,Manhattan Valley,3700
91270,1.0,1,medium,4,8,131,4,13,Manhattan Valley,2900
91272,1.0,0,low,5,1,34,4,2,Greenwich Village,2495
91273,1.0,0,low,5,3,81,4,5,Upper East Side,2095
91276,1.0,1,low,5,5,153,4,13,Lincoln Square,3500
91280,2.0,2,low,8,7,271,4,19,Upper West Side,4400
91285,2.0,2,medium,5,2,153,4,8,Upper West Side,4625
91287,1.0,2,low,8,1,74,4,21,Hamilton Heights,2795
91292,2.0,3,low,6,8,104,4,14,East Village,9000
91295,1.0,0,high,6,4,57,4,15,Carnegie Hill,2000
91296,1.0,2,low,8,12,95,4,14,Lincoln Square,3095
91300,1.0,0,medium,4,5,60,4,26,Yorkville,2439
91304,2.0,4,medium,6,13,154,4,21,Tribeca,4550
91306,2.0,4,low,8,14,53,4,8,Financial District,5490
91308,1.0,1,low,3,0,51,4,3,Carnegie Hill,2000
91309,1.0,1,low,3,0,43,4,19,Manhattan Valley,2775
91311,2.0,4,low,5,17,118,4,10,Tudor City,6500
91314,1.0,2,high,8,11,111,4,15,Chelsea,4200
91315,1.0,0,low,4,2,12,4,19,Clinton,2095
91322,2.0,3,low,4,13,92,4,21,Murray Hill,6000
91323,1.0,2,low,6,9,61,4,14,Financial District,3400
91326,1.0,3,medium,7,10,278,4,9,Financial District,3435
91327,1.0,0,high,7,8,155,4,17,Lincoln Square,1895
91337,2.5,4,low,12,8,181,4,9,Upper West Side,8300
91341,2.0,2,medium,4,8,142,4,6,Chelsea,5000
91347,1.0,0,low,3,3,46,4,23,Murray Hill,2600
91349,1.0,0,low,4,4,102,4,21,Murray Hill,2600
91371,1.0,2,medium,4,13,207,4,18,Gramercy,2999
91377,1.0,1,low,6,8,200,4,8,Yorkville,2600
91378,1.0,0,medium,7,9,89,4,8,Financial District,2449
91380,1.0,0,low,3,4,27,4,14,Upper West Side,2300
91384,1.0,1,low,7,10,80,4,26,East Village,2895
91389,2.0,3,low,5,11,76,4,15,Carnegie Hill,3990
91390,1.0,2,low,5,0,90,4,9,Yorkville,2775
91393,1.0,2,medium,7,2,108,4,22,Sutton Place,3049
91394,2.0,2,low,4,11,68,4,12,Upper East Side,8000
91396,1.0,1,low,3,1,66,4,28,Yorkville,1950
91399,2.0,2,low,5,3,123,4,30,Chelsea,4695
91401,1.0,0,low,5,3,140,4,9,Midtown South,3225
91402,1.0,2,medium,8,11,170,4,8,Lincoln Square,3200
91403,1.0,1,medium,1,7,78,4,22,Lincoln Square,2500
91408,1.0,1,low,4,6,192,4,5,Financial District,2980
91412,2.5,3,low,8,11,140,4,3,Upper West Side,9250
91413,1.0,0,low,7,4,45,4,10,Yorkville,1875
91414,1.0,1,low,10,4,1,4,21,Upper East Side,2850
91417,1.0,2,medium,3,5,141,4,2,Murray Hill,3100
91419,1.0,2,medium,4,8,121,4,24,Turtle Bay,3200
91431,1.0,1,low,4,8,69,4,15,Greenwich Village,2900
91439,1.0,1,low,7,11,150,4,6,Lincoln Square,3184
91441,1.0,1,low,5,3,65,4,4,Little Italy,3490
91447,2.0,2,medium,5,7,127,4,28,Clinton,3795
91449,1.0,2,low,6,5,116,4,29,Greenwich Village,4700
91450,1.0,1,low,5,5,250,4,27,Little Italy,3695
91452,2.0,4,medium,5,4,69,4,14,Chelsea,8000
91453,1.0,0,low,3,2,81,4,26,Lenox Hill,2500
91456,1.0,3,high,5,7,106,4,21,Turtle Bay,3800
91465,1.0,1,low,4,4,65,4,14,Manhattan Valley,3200
91466,1.0,1,low,5,2,74,4,5,Carnegie Hill,2699
91467,1.0,0,medium,4,9,91,4,8,Murray Hill,2250
91470,2.0,2,low,4,6,6,4,14,Gramercy,3595
91471,1.0,1,low,5,7,100,4,17,Yorkville,3172
91474,2.0,3,low,5,13,93,4,27,Chelsea,5300
91476,1.0,1,low,2,3,61,4,14,Tudor City,3400
91486,1.0,2,low,5,8,163,4,6,East Village,3100
91487,3.0,1,low,12,10,146,4,12,Upper West Side,4600
91488,1.0,2,low,0,5,1,4,30,Murray Hill,3800
91491,1.0,1,low,5,10,120,4,6,Manhattan Valley,3550
91492,1.0,2,low,7,7,200,4,16,East Village,3595
91496,1.0,2,medium,6,5,55,4,10,Midtown South,3295
91497,1.5,3,low,0,3,9,4,6,Hamilton Heights,3300
91498,1.0,1,medium,8,4,194,4,24,East Harlem,2075
91499,1.0,2,low,5,0,21,4,3,Lenox Hill,2650
91502,1.0,2,medium,4,5,107,4,26,Chinatown,3500
91507,1.0,0,low,3,2,154,4,19,Chelsea,2650
91509,2.0,0,low,8,3,81,4,12,West Village,5450
91510,1.0,1,low,32,2,9,4,22,Stuyvesant Town,3315
91516,1.0,1,low,4,8,85,4,16,Roosevelt Island,2450
91521,1.0,1,low,5,5,85,4,12,Midtown South,4095
91522,2.0,3,medium,4,4,57,4,30,Murray Hill,5500
91523,2.0,2,low,4,4,28,4,10,Lincoln Square,4350
91524,1.0,2,low,4,4,155,4,10,East Harlem,3895
91526,1.0,0,low,8,4,40,4,27,West Village,2700
91534,1.0,2,medium,5,1,45,4,25,Lincoln Square,2700
91535,1.0,2,medium,5,3,46,4,13,East Village,3325
91540,1.0,1,low,13,6,149,4,7,Murray Hill,4999
91545,1.5,1,low,5,9,114,4,14,Chelsea,5175
91547,1.0,1,low,6,5,121,4,7,Murray Hill,2775
91559,1.0,2,low,7,2,52,4,23,Gramercy,3000
91560,1.0,0,high,4,5,26,4,29,Manhattan Valley,1625
91562,1.5,3,low,12,8,126,4,7,Upper West Side,5100
91563,1.0,1,low,2,4,62,4,27,Upper West Side,3600
91565,1.0,1,low,3,2,30,4,13,Sutton Place,2325
91567,1.0,0,low,0,5,20,4,8,Yorkville,2800
91569,1.0,0,medium,4,3,98,4,21,Upper East Side,2000
91573,2.0,2,low,4,4,74,4,9,Clinton,5900
91576,1.0,1,low,3,6,212,4,18,Clinton,2650
91578,1.0,0,high,8,18,135,4,26,Midtown,2600
91581,1.0,2,low,7,2,9,4,30,Lenox Hill,3395
91582,1.0,1,low,4,5,118,4,24,Sutton Place,3950
91586,1.0,3,medium,3,0,21,4,15,Carnegie Hill,3300
91589,1.0,1,low,3,7,96,4,6,Little Italy,2990
91593,1.0,1,low,4,6,114,4,11,Manhattan Valley,2750
91596,2.0,3,high,6,8,89,4,27,Tribeca,5000
91600,1.0,1,medium,6,2,50,4,21,Tudor City,2400
91601,1.0,1,low,8,5,81,4,18,Upper East Side,3795
91608,1.5,3,medium,5,4,105,4,30,Carnegie Hill,4500
91610,1.0,3,medium,7,7,81,4,15,Turtle Bay,3600
91613,1.0,1,low,5,4,95,4,24,Upper East Side,2875
91616,1.0,2,high,6,3,206,4,15,Noho,3195
91617,1.0,0,low,5,4,150,4,16,Flatiron,3695
91619,1.0,2,low,7,10,279,4,5,Financial District,3320
91621,2.0,2,low,7,10,117,4,12,Midtown,6722
91623,1.0,0,low,4,1,78,4,15,Noho,2995
91625,1.0,2,low,4,7,91,4,19,Stuyvesant Town,3690
91627,2.0,5,low,5,0,71,4,12,Manhattan Valley,6000
91633,1.0,1,medium,4,1,85,4,28,Lenox Hill,2495
91634,1.0,2,low,12,0,105,4,25,East Harlem,2600
91642,1.0,2,high,1,2,35,4,22,Greenwich Village,3125
91646,1.0,2,medium,8,10,129,4,19,Lincoln Square,3300
91649,1.0,2,low,3,8,104,4,14,East Harlem,3495
91650,2.0,3,medium,7,14,145,4,4,Clinton,4500
91654,1.0,1,low,4,0,9,4,11,Noho,2600
91659,1.0,2,low,5,11,145,4,5,Turtle Bay,3300
91666,1.0,2,low,0,3,1,4,15,East Village,3100
91670,1.0,0,low,5,1,50,4,20,Lower East Side,2295
91672,1.0,1,low,2,5,75,4,18,Gramercy,2700
91673,2.0,3,medium,9,8,104,4,21,Gramercy,5495
91674,2.0,2,low,9,11,138,4,15,Financial District,7277
91676,1.0,2,medium,4,6,62,4,6,Hamilton Heights,2300
91678,1.0,1,low,6,7,102,4,22,Greenwich Village,5700
91682,1.0,2,low,8,11,59,4,7,Financial District,2900
91684,2.0,4,medium,6,6,147,4,28,Clinton,5695
91687,1.0,2,medium,8,15,156,4,27,Clinton,3129
91689,1.0,2,low,7,6,211,4,13,Turtle Bay,3995
91693,1.0,1,medium,3,10,78,4,8,Midtown South,3095
91695,2.0,3,low,7,3,52,4,28,Upper East Side,8200
91697,1.0,0,low,6,9,117,4,6,Midtown South,3650
91706,2.0,3,medium,5,13,107,4,13,Turtle Bay,5195
91709,6.0,6,low,3,7,120,4,16,Lincoln Square,100000
91711,1.0,1,low,2,0,203,4,21,Civic Center,3295
91712,1.0,1,low,5,8,76,4,19,Carnegie Hill,2960
91713,1.0,0,low,3,0,66,4,9,Yorkville,1950
91714,1.0,1,low,4,4,154,4,13,Flatiron,3300
91716,1.0,0,low,0,11,4,4,9,Financial District,2585
91717,1.0,2,low,3,0,82,4,27,Upper East Side,2600
91718,2.0,2,low,7,10,129,4,29,Upper West Side,6660
91729,1.5,1,low,10,8,144,4,6,Lenox Hill,5000
91733,1.0,3,low,9,4,9,4,6,Noho,6500
91736,1.0,0,low,0,0,8,4,17,Lenox Hill,1875
91742,1.0,2,low,5,1,38,4,25,Carnegie Hill,2799
91743,2.0,3,low,6,6,83,4,18,East Harlem,3995
91745,1.0,1,low,5,12,90,4,7,Tudor City,3000
91746,1.0,2,medium,6,10,154,4,27,Tribeca,4899
91747,1.0,0,low,4,3,150,4,13,Chelsea,2550
91750,1.0,2,low,0,4,1,4,19,East Village,2950
91755,2.0,2,low,7,6,78,4,28,Roosevelt Island,8500
91757,1.0,2,high,5,2,67,4,14,East Village,2695
91760,1.0,1,high,6,11,89,4,4,Financial District,2595
91761,1.0,2,medium,5,7,184,4,13,Gramercy,3195
91769,2.0,4,medium,5,2,20,4,21,East Village,5900
91771,1.0,0,high,9,3,48,4,20,Upper West Side,1950
91772,1.0,1,low,5,10,317,4,6,Midtown,6925
91773,1.0,1,low,1,4,66,4,28,Turtle Bay,3100
91774,1.0,0,medium,4,0,74,4,17,Midtown,1950
91776,1.0,2,low,3,4,71,4,19,Turtle Bay,9570
91778,1.0,1,low,4,1,108,4,21,Midtown,2700
91779,1.0,0,low,1,4,1,4,19,Gramercy,3300
91784,1.0,1,low,6,10,103,4,19,Yorkville,3295
91785,1.0,0,low,4,1,101,4,21,Chelsea,2550
91786,1.0,2,low,3,4,100,4,29,Carnegie Hill,3194
91791,2.0,3,low,8,8,111,4,19,Clinton,5000
91793,1.0,2,medium,5,5,50,4,30,Tudor City,3000
91799,2.0,4,low,13,12,80,4,8,Gramercy,6000
91800,1.0,2,low,0,4,95,4,19,Lincoln Square,4800
91801,1.0,0,low,4,10,114,4,16,Carnegie Hill,2390
91804,1.0,0,medium,18,10,152,4,26,Tudor City,2650
91807,1.0,0,low,8,8,133,4,21,Flatiron,2700
91809,1.0,0,medium,4,4,93,4,18,Lincoln Square,2100
91811,1.0,2,medium,7,4,62,4,20,Gramercy,3150
91812,1.0,1,medium,5,8,148,4,9,Battery Park City,2400
91814,1.0,1,low,7,9,109,4,21,Lincoln Square,3895
91815,1.0,3,medium,5,5,127,4,13,Financial District,3700
91817,1.0,0,medium,4,3,4,4,8,Tudor City,1850
91818,1.0,1,low,5,7,99,4,13,Gramercy,3000
91824,1.0,1,high,6,2,58,4,15,East Village,2300
91825,1.0,0,high,5,16,91,4,2,Lenox Hill,2200
91826,1.0,0,medium,3,0,107,4,6,Noho,2499
91828,1.0,3,low,0,0,9,4,12,Manhattanville,3700
91831,1.0,0,low,12,21,86,4,18,Financial District,2659
91832,1.0,0,low,5,8,144,4,13,Murray Hill,2795
91833,1.0,3,low,10,5,44,4,16,Financial District,3925
91835,1.0,1,low,27,5,29,4,26,East Village,3090
91836,1.0,0,low,3,6,32,4,29,Murray Hill,2650
91838,2.0,3,low,12,7,144,4,4,Upper West Side,6700
91839,1.0,0,low,7,8,93,4,29,Lincoln Square,2300
91840,1.0,3,medium,5,0,70,4,23,Greenwich Village,3965
91841,1.0,2,high,5,5,60,4,9,Gramercy,2695
91844,1.0,1,low,7,6,153,4,27,Carnegie Hill,2750
91853,2.0,2,low,3,9,75,4,27,Civic Center,7205
91854,2.0,2,low,6,3,71,4,29,East Village,3695
91858,1.0,2,medium,7,10,178,4,8,Yorkville,3100
91861,1.0,0,low,3,8,100,4,27,Carnegie Hill,2250
91862,1.0,1,low,7,3,134,4,9,East Village,3195
91866,1.0,2,low,5,6,160,4,13,Upper East Side,3895
91867,1.0,2,low,6,11,184,4,23,Midtown,3400
91868,1.0,0,medium,9,6,65,4,20,Sutton Place,2100
91871,1.0,1,low,0,1,16,4,3,Inwood,1950
91872,1.0,1,low,4,5,129,4,17,Murray Hill,3100
91877,1.0,0,low,3,2,12,4,16,Yorkville,2209
91879,1.0,1,low,4,6,84,4,29,Carnegie Hill,4300
91882,1.0,1,low,0,2,43,4,17,Yorkville,2850
91883,1.0,0,high,2,3,59,4,2,Lincoln Square,1600
91886,1.0,1,medium,5,10,81,4,4,Murray Hill,2795
91889,1.0,0,high,4,6,160,4,27,Financial District,2250
91893,1.0,0,high,1,1,39,4,24,Upper East Side,1900
91895,1.0,1,low,7,7,57,4,3,Financial District,3500
91898,1.0,0,medium,6,5,129,4,27,Tudor City,2495
91899,1.0,1,low,6,5,159,4,25,Flatiron,6000
91909,1.0,0,medium,2,0,23,4,18,Clinton,1875
91911,1.0,0,low,4,5,25,4,7,Clinton,2175
91918,1.0,0,low,3,3,54,4,15,Yorkville,2550
